Date,Close
1/2/2014 16:00:00,118
1/3/2014 16:00:00,119.29
1/6/2014 16:00:00,119.5
1/7/2014 16:00:00,118.82
1/8/2014 16:00:00,118.12
1/9/2014 16:00:00,118.46
1/10/2014 16:00:00,120.26
1/13/2014 16:00:00,121.02
1/14/2014 16:00:00,119.89
1/15/2014 16:00:00,119.66
1/16/2014 16:00:00,119.79
1/17/2014 16:00:00,120.93
1/21/2014 16:00:00,119.7
1/22/2014 16:00:00,119.19
1/23/2014 16:00:00,121.79
1/24/2014 16:00:00,122.29
1/27/2014 16:00:00,120.96
1/28/2014 16:00:00,120.95
1/29/2014 16:00:00,122.47
1/30/2014 16:00:00,119.77
1/31/2014 16:00:00,120.09
2/3/2014 16:00:00,121.32
2/4/2014 16:00:00,120.99
2/5/2014 16:00:00,121.29
2/6/2014 16:00:00,121.24
2/7/2014 16:00:00,122.17
2/10/2014 16:00:00,122.92
2/11/2014 16:00:00,124.36
2/12/2014 16:00:00,124.43
2/13/2014 16:00:00,125.49
2/14/2014 16:00:00,127.15
2/18/2014 16:00:00,127.4
2/19/2014 16:00:00,126.27
2/20/2014 16:00:00,127.6
2/21/2014 16:00:00,127.58
2/24/2014 16:00:00,128.99
2/25/2014 16:00:00,129.21
2/26/2014 16:00:00,128.11
2/27/2014 16:00:00,128.2
2/28/2014 16:00:00,127.62
3/3/2014 16:00:00,130.29
3/4/2014 16:00:00,128.68
3/5/2014 16:00:00,128.89
3/6/2014 16:00:00,130.17
3/7/2014 16:00:00,129.09
3/10/2014 16:00:00,129.13
3/11/2014 16:00:00,129.86
3/12/2014 16:00:00,131.76
3/13/2014 16:00:00,132.21
3/14/2014 16:00:00,133.1
3/17/2014 16:00:00,131.64
3/18/2014 16:00:00,130.62
3/19/2014 16:00:00,128.09
3/20/2014 16:00:00,127.86
3/21/2014 16:00:00,128.47
3/24/2014 16:00:00,126.18
3/25/2014 16:00:00,126.41
3/26/2014 16:00:00,125.41
3/27/2014 16:00:00,124.59
3/28/2014 16:00:00,124.56
3/31/2014 16:00:00,123.61
4/1/2014 16:00:00,123.39
4/2/2014 16:00:00,124.32
4/3/2014 16:00:00,123.92
4/4/2014 16:00:00,125.57
4/7/2014 16:00:00,124.91
4/8/2014 16:00:00,126.09
4/9/2014 16:00:00,126.32
4/10/2014 16:00:00,127.01
4/11/2014 16:00:00,126.93
4/14/2014 16:00:00,127.85
4/15/2014 16:00:00,125.49
4/16/2014 16:00:00,125.54
4/17/2014 16:00:00,124.75
4/21/2014 16:00:00,124.24
4/22/2014 16:00:00,123.78
4/23/2014 16:00:00,123.76
4/24/2014 16:00:00,124.56
4/25/2014 16:00:00,125.43
4/28/2014 16:00:00,124.88
4/29/2014 16:00:00,124.86
4/30/2014 16:00:00,124.22
5/1/2014 16:00:00,123.8
5/2/2014 16:00:00,125.06
5/5/2014 16:00:00,126.22
5/6/2014 16:00:00,125.98
5/7/2014 16:00:00,124.17
5/8/2014 16:00:00,124.17
5/9/2014 16:00:00,124.1
5/12/2014 16:00:00,124.94
5/13/2014 16:00:00,124.6
5/14/2014 16:00:00,125.81
5/15/2014 16:00:00,124.77
5/16/2014 16:00:00,124.5
5/19/2014 16:00:00,124.58
5/20/2014 16:00:00,124.69
5/21/2014 16:00:00,124.39
5/22/2014 16:00:00,124.67
5/23/2014 16:00:00,124.51
5/27/2014 16:00:00,121.85
5/28/2014 16:00:00,121.2
5/29/2014 16:00:00,120.94
5/30/2014 16:00:00,120.43
6/2/2014 16:00:00,119.7
6/3/2014 16:00:00,120.01
6/4/2014 16:00:00,119.76
6/5/2014 16:00:00,120.66
6/6/2014 16:00:00,120.61
6/9/2014 16:00:00,120.65
6/10/2014 16:00:00,121.39
6/11/2014 16:00:00,121.41
6/12/2014 16:00:00,122.64
6/13/2014 16:00:00,122.96
6/16/2014 16:00:00,122.42
6/17/2014 16:00:00,122.28
6/18/2014 16:00:00,122.67
6/19/2014 16:00:00,126.94
6/20/2014 16:00:00,126.5
6/23/2014 16:00:00,126.85
6/24/2014 16:00:00,126.98
6/25/2014 16:00:00,126.99
6/26/2014 16:00:00,126.73
6/27/2014 16:00:00,126.66
6/30/2014 16:00:00,128.04
7/1/2014 16:00:00,127.7
7/2/2014 16:00:00,127.7
7/3/2014 16:00:00,127.16
7/7/2014 16:00:00,127.02
7/8/2014 16:00:00,127.07
7/9/2014 16:00:00,127.84
7/10/2014 16:00:00,128.54
7/11/2014 16:00:00,128.78
7/14/2014 16:00:00,125.72
7/15/2014 16:00:00,124.53
7/16/2014 16:00:00,124.97
7/17/2014 16:00:00,127.09
7/18/2014 16:00:00,126.13
7/21/2014 16:00:00,126.34
7/22/2014 16:00:00,125.74
7/23/2014 16:00:00,125.62
7/24/2014 16:00:00,124.35
7/25/2014 16:00:00,125.79
7/28/2014 16:00:00,125.58
7/29/2014 16:00:00,125.2
7/30/2014 16:00:00,124.83
7/31/2014 16:00:00,123.39
8/1/2014 16:00:00,124.38
8/4/2014 16:00:00,123.99
8/5/2014 16:00:00,123.87
8/6/2014 16:00:00,125.67
8/7/2014 16:00:00,126.18
8/8/2014 16:00:00,126.19
8/11/2014 16:00:00,125.96
8/12/2014 16:00:00,125.99
8/13/2014 16:00:00,126.2
8/14/2014 16:00:00,126.31
8/15/2014 16:00:00,125.48
8/18/2014 16:00:00,124.96
8/19/2014 16:00:00,124.68
8/20/2014 16:00:00,124.22
8/21/2014 16:00:00,122.88
8/22/2014 16:00:00,123.19
8/25/2014 16:00:00,122.74
8/26/2014 16:00:00,123.35
8/27/2014 16:00:00,123.32
8/28/2014 16:00:00,124
8/29/2014 16:00:00,123.86
9/2/2014 16:00:00,121.65
9/3/2014 16:00:00,122.15
9/4/2014 16:00:00,121.48
9/5/2014 16:00:00,122.06
9/8/2014 16:00:00,120.73
9/9/2014 16:00:00,120.87
9/10/2014 16:00:00,120.26
9/11/2014 16:00:00,119.47
9/12/2014 16:00:00,118.38
9/15/2014 16:00:00,118.64
9/16/2014 16:00:00,118.83
9/17/2014 16:00:00,117.54
9/18/2014 16:00:00,117.78
9/19/2014 16:00:00,117.09
9/22/2014 16:00:00,116.85
9/23/2014 16:00:00,117.6
9/24/2014 16:00:00,117.05
9/25/2014 16:00:00,117.39
9/26/2014 16:00:00,117.06
9/29/2014 16:00:00,117.03
9/30/2014 16:00:00,116.21
10/1/2014 16:00:00,116.77
10/2/2014 16:00:00,116.74
10/3/2014 16:00:00,114.61
10/6/2014 16:00:00,116.03
10/7/2014 16:00:00,116.36
10/8/2014 16:00:00,117.47
10/9/2014 16:00:00,117.64
10/10/2014 16:00:00,117.59
10/13/2014 16:00:00,118.52
10/14/2014 16:00:00,118.59
10/15/2014 16:00:00,118.99
10/16/2014 16:00:00,119.22
10/17/2014 16:00:00,118.99
10/20/2014 16:00:00,119.8
10/21/2014 16:00:00,120.02
10/22/2014 16:00:00,119.34
10/23/2014 16:00:00,118.52
10/24/2014 16:00:00,118.35
10/27/2014 16:00:00,118.06
10/28/2014 16:00:00,118.1
10/29/2014 16:00:00,116.41
10/30/2014 16:00:00,115.19
10/31/2014 16:00:00,112.66
11/3/2014 16:00:00,112.15
11/4/2014 16:00:00,112.22
11/5/2014 16:00:00,109.79
11/6/2014 16:00:00,109.88
11/7/2014 16:00:00,112.97
11/10/2014 16:00:00,110.46
11/11/2014 16:00:00,112.04
11/12/2014 16:00:00,111.5
11/13/2014 16:00:00,111.67
11/14/2014 16:00:00,114.47
11/17/2014 16:00:00,114.05
11/18/2014 16:00:00,115.05
11/19/2014 16:00:00,113.68
11/20/2014 16:00:00,114.86
11/21/2014 16:00:00,115.39
11/24/2014 16:00:00,115.11
11/25/2014 16:00:00,115.38
11/26/2014 16:00:00,115.16
11/28/2014 16:00:00,112.11
12/1/2014 16:00:00,116.58
12/2/2014 16:00:00,115.14
12/3/2014 16:00:00,116.33
12/4/2014 16:00:00,115.88
12/5/2014 16:00:00,114.43
12/8/2014 16:00:00,115.78
12/9/2014 16:00:00,118.19
12/10/2014 16:00:00,117.96
12/11/2014 16:00:00,117.69
12/12/2014 16:00:00,117.41
12/15/2014 16:00:00,114.39
12/16/2014 16:00:00,114.95
12/17/2014 16:00:00,114.27
12/18/2014 16:00:00,115.15
12/19/2014 16:00:00,114.77
12/22/2014 16:00:00,112.55
12/23/2014 16:00:00,112.74
12/24/2014 16:00:00,112.77
12/26/2014 16:00:00,114.83
12/29/2014 16:00:00,113.67
12/30/2014 16:00:00,115.2
12/31/2014 16:00:00,113.58
1/2/2015 16:00:00,114.08
1/5/2015 16:00:00,115.8
1/6/2015 16:00:00,117.12
1/7/2015 16:00:00,116.43
1/8/2015 16:00:00,115.94
1/9/2015 16:00:00,117.26
1/12/2015 16:00:00,118.56
1/13/2015 16:00:00,118.16
1/14/2015 16:00:00,117.97
1/15/2015 16:00:00,120.94
1/16/2015 16:00:00,122.52
1/20/2015 16:00:00,124.2
1/21/2015 16:00:00,124.23
1/22/2015 16:00:00,125.23
1/23/2015 16:00:00,124.23
1/26/2015 16:00:00,122.99
1/27/2015 16:00:00,124.4
1/28/2015 16:00:00,123.42
1/29/2015 16:00:00,120.76
1/30/2015 16:00:00,123.45
2/2/2015 16:00:00,122.42
2/3/2015 16:00:00,121.05
2/4/2015 16:00:00,121.58
2/5/2015 16:00:00,121.79
2/6/2015 16:00:00,118.64
2/9/2015 16:00:00,119.17
2/10/2015 16:00:00,118.47
2/11/2015 16:00:00,117.07
2/12/2015 16:00:00,117.34
2/13/2015 16:00:00,117.98
2/17/2015 16:00:00,116.01
2/18/2015 16:00:00,116.34
2/19/2015 16:00:00,115.94
2/20/2015 16:00:00,115.28
2/23/2015 16:00:00,115.43
2/24/2015 16:00:00,115.26
2/25/2015 16:00:00,115.7
2/26/2015 16:00:00,116.07
2/27/2015 16:00:00,116.16
3/2/2015 16:00:00,115.68
3/3/2015 16:00:00,115.47
3/4/2015 16:00:00,115.11
3/5/2015 16:00:00,115
3/6/2015 16:00:00,111.86
3/9/2015 16:00:00,111.97
3/10/2015 16:00:00,111.42
3/11/2015 16:00:00,110.75
3/12/2015 16:00:00,110.72
3/13/2015 16:00:00,110.88
3/16/2015 16:00:00,110.81
3/17/2015 16:00:00,110.21
3/18/2015 16:00:00,112.37
3/19/2015 16:00:00,112.29
3/20/2015 16:00:00,113.57
3/23/2015 16:00:00,114.29
3/24/2015 16:00:00,114.57
3/25/2015 16:00:00,114.73
3/26/2015 16:00:00,115.48
3/27/2015 16:00:00,115.06
3/30/2015 16:00:00,113.75
3/31/2015 16:00:00,113.66
4/1/2015 16:00:00,115.6
4/2/2015 16:00:00,115.28
4/6/2015 16:00:00,116.69
4/7/2015 16:00:00,116.11
4/8/2015 16:00:00,115.47
4/9/2015 16:00:00,114.67
4/10/2015 16:00:00,115.97
4/13/2015 16:00:00,115.14
4/14/2015 16:00:00,114.44
4/15/2015 16:00:00,115.43
4/16/2015 16:00:00,115.03
4/17/2015 16:00:00,115.6
4/20/2015 16:00:00,114.72
4/21/2015 16:00:00,115.38
4/22/2015 16:00:00,113.83
4/23/2015 16:00:00,114.66
4/24/2015 16:00:00,113.05
4/27/2015 16:00:00,115.33
4/28/2015 16:00:00,116.33
4/29/2015 16:00:00,115.51
4/30/2015 16:00:00,113.47
5/1/2015 16:00:00,113.08
5/4/2015 16:00:00,114.1
5/5/2015 16:00:00,114.42
5/6/2015 16:00:00,114.36
5/7/2015 16:00:00,113.42
5/8/2015 16:00:00,113.97
5/11/2015 16:00:00,113.53
5/12/2015 16:00:00,114.5
5/13/2015 16:00:00,116.55
5/14/2015 16:00:00,117.18
5/15/2015 16:00:00,117.53
5/18/2015 16:00:00,117.52
5/19/2015 16:00:00,115.89
5/20/2015 16:00:00,116.08
5/21/2015 16:00:00,115.69
5/22/2015 16:00:00,115.6
5/26/2015 16:00:00,113.91
5/27/2015 16:00:00,113.89
5/28/2015 16:00:00,114.02
5/29/2015 16:00:00,114.1
6/1/2015 16:00:00,114
6/2/2015 16:00:00,114.46
6/3/2015 16:00:00,113.64
6/4/2015 16:00:00,112.84
6/5/2015 16:00:00,112.24
6/8/2015 16:00:00,112.57
6/9/2015 16:00:00,112.82
6/10/2015 16:00:00,113.78
6/11/2015 16:00:00,113.26
6/12/2015 16:00:00,113.23
6/15/2015 16:00:00,113.73
6/16/2015 16:00:00,113.32
6/17/2015 16:00:00,113.85
6/18/2015 16:00:00,115.32
6/19/2015 16:00:00,115.12
6/22/2015 16:00:00,113.64
6/23/2015 16:00:00,112.89
6/24/2015 16:00:00,112.59
6/25/2015 16:00:00,112.44
6/26/2015 16:00:00,112.56
6/29/2015 16:00:00,113.07
6/30/2015 16:00:00,112.37
7/1/2015 16:00:00,111.98
7/2/2015 16:00:00,111.76
7/6/2015 16:00:00,112.06
7/7/2015 16:00:00,110.76
7/8/2015 16:00:00,111.09
7/9/2015 16:00:00,111.36
7/10/2015 16:00:00,111.49
7/13/2015 16:00:00,110.99
7/14/2015 16:00:00,110.74
7/15/2015 16:00:00,110.16
7/16/2015 16:00:00,109.76
7/17/2015 16:00:00,108.65
7/20/2015 16:00:00,105.7
7/21/2015 16:00:00,105.37
7/22/2015 16:00:00,104.8
7/23/2015 16:00:00,104.33
7/24/2015 16:00:00,105.35
7/27/2015 16:00:00,104.86
7/28/2015 16:00:00,105.02
7/29/2015 16:00:00,105.17
7/30/2015 16:00:00,104.27
7/31/2015 16:00:00,104.93
8/3/2015 16:00:00,104.1
8/4/2015 16:00:00,104.31
8/5/2015 16:00:00,103.93
8/6/2015 16:00:00,104.39
8/7/2015 16:00:00,104.65
8/10/2015 16:00:00,105.72
8/11/2015 16:00:00,106.26
8/12/2015 16:00:00,107.75
8/13/2015 16:00:00,106.86
8/14/2015 16:00:00,106.85
8/17/2015 16:00:00,107.13
8/18/2015 16:00:00,107.11
8/19/2015 16:00:00,108.55
8/20/2015 16:00:00,110.44
8/21/2015 16:00:00,111.13
8/24/2015 16:00:00,110.53
8/25/2015 16:00:00,109.16
8/26/2015 16:00:00,107.67
8/27/2015 16:00:00,107.73
8/28/2015 16:00:00,108.7
8/31/2015 16:00:00,108.82
9/1/2015 16:00:00,109.2
9/2/2015 16:00:00,108.62
9/3/2015 16:00:00,107.84
9/4/2015 16:00:00,107.49
9/8/2015 16:00:00,107.52
9/9/2015 16:00:00,106.13
9/10/2015 16:00:00,106.38
9/11/2015 16:00:00,106.16
9/14/2015 16:00:00,106.22
9/15/2015 16:00:00,105.9
9/16/2015 16:00:00,107.31
9/17/2015 16:00:00,108.41
9/18/2015 16:00:00,109.21
9/21/2015 16:00:00,108.53
9/22/2015 16:00:00,107.79
9/23/2015 16:00:00,108.22
9/24/2015 16:00:00,110.49
9/25/2015 16:00:00,109.81
9/28/2015 16:00:00,108.42
9/29/2015 16:00:00,107.98
9/30/2015 16:00:00,106.86
10/1/2015 16:00:00,106.73
10/2/2015 16:00:00,108.99
10/5/2015 16:00:00,108.77
10/6/2015 16:00:00,109.86
10/7/2015 16:00:00,109.7
10/8/2015 16:00:00,109.14
10/9/2015 16:00:00,110.87
10/12/2015 16:00:00,111.31
10/13/2015 16:00:00,111.86
10/14/2015 16:00:00,113.81
10/15/2015 16:00:00,113.29
10/16/2015 16:00:00,112.49
10/19/2015 16:00:00,112.02
10/20/2015 16:00:00,112.73
10/21/2015 16:00:00,111.73
10/22/2015 16:00:00,111.69
10/23/2015 16:00:00,111.5
10/26/2015 16:00:00,111.43
10/27/2015 16:00:00,111.68
10/28/2015 16:00:00,110.78
10/29/2015 16:00:00,109.72
10/30/2015 16:00:00,109.3
11/2/2015 16:00:00,108.59
11/3/2015 16:00:00,106.98
11/4/2015 16:00:00,105.97
11/5/2015 16:00:00,105.64
11/6/2015 16:00:00,104.1
11/9/2015 16:00:00,104.4
11/10/2015 16:00:00,104.18
11/11/2015 16:00:00,103.83
11/12/2015 16:00:00,103.85
11/13/2015 16:00:00,103.56
11/16/2015 16:00:00,103.71
11/17/2015 16:00:00,102.34
11/18/2015 16:00:00,102.43
11/19/2015 16:00:00,103.56
11/20/2015 16:00:00,103.09
11/23/2015 16:00:00,102.26
11/24/2015 16:00:00,102.94
11/25/2015 16:00:00,102.46
11/27/2015 16:00:00,101.25
11/30/2015 16:00:00,101.92
12/1/2015 16:00:00,102.28
12/2/2015 16:00:00,100.69
12/3/2015 16:00:00,101.76
12/4/2015 16:00:00,104.02
12/7/2015 16:00:00,102.67
12/8/2015 16:00:00,102.84
12/9/2015 16:00:00,102.64
12/10/2015 16:00:00,102.55
12/11/2015 16:00:00,103.11
12/14/2015 16:00:00,101.79
12/15/2015 16:00:00,101.52
12/16/2015 16:00:00,102.75
12/17/2015 16:00:00,100.5
12/18/2015 16:00:00,102.04
12/21/2015 16:00:00,103.15
12/22/2015 16:00:00,102.61
12/23/2015 16:00:00,102.31
12/24/2015 16:00:00,103.05
12/28/2015 16:00:00,102.27
12/29/2015 16:00:00,102.2
12/30/2015 16:00:00,101.42
12/31/2015 16:00:00,101.46
1/4/2016 16:00:00,102.89
1/5/2016 16:00:00,103.18
1/6/2016 16:00:00,104.67
1/7/2016 16:00:00,106.15
1/8/2016 16:00:00,105.68
1/11/2016 16:00:00,104.74
1/12/2016 16:00:00,104.21
1/13/2016 16:00:00,104.72
1/14/2016 16:00:00,103.02
1/15/2016 16:00:00,104.08
1/19/2016 16:00:00,103.98
1/20/2016 16:00:00,105.37
1/21/2016 16:00:00,105.49
1/22/2016 16:00:00,105
1/25/2016 16:00:00,106.08
1/26/2016 16:00:00,107.29
1/27/2016 16:00:00,107.69
1/28/2016 16:00:00,106.54
1/29/2016 16:00:00,106.95
2/1/2016 16:00:00,108.05
2/2/2016 16:00:00,108.09
2/3/2016 16:00:00,109.25
2/4/2016 16:00:00,110.57
2/5/2016 16:00:00,112.32
2/8/2016 16:00:00,113.83
2/9/2016 16:00:00,113.58
2/10/2016 16:00:00,114.46
2/11/2016 16:00:00,119.06
2/12/2016 16:00:00,118.36
2/16/2016 16:00:00,114.77
2/17/2016 16:00:00,115.48
2/18/2016 16:00:00,118.29
2/19/2016 16:00:00,117.58
2/22/2016 16:00:00,115.49
2/23/2016 16:00:00,117.22
2/24/2016 16:00:00,117.61
2/25/2016 16:00:00,117.92
2/26/2016 16:00:00,117.11
2/29/2016 16:00:00,118.64
3/1/2016 16:00:00,117.77
3/2/2016 16:00:00,118.68
3/3/2016 16:00:00,120.73
3/4/2016 16:00:00,120.54
3/7/2016 16:00:00,121.14
3/8/2016 16:00:00,120.58
3/9/2016 16:00:00,119.58
3/10/2016 16:00:00,121.5
3/11/2016 16:00:00,119.41
3/14/2016 16:00:00,117.87
3/15/2016 16:00:00,117.96
3/16/2016 16:00:00,120.59
3/17/2016 16:00:00,120.13
3/18/2016 16:00:00,119.8
3/21/2016 16:00:00,118.96
3/22/2016 16:00:00,119.31
3/23/2016 16:00:00,116.61
3/24/2016 16:00:00,116.33
3/28/2016 16:00:00,116.6
3/29/2016 16:00:00,118.76
3/30/2016 16:00:00,117.1
3/31/2016 16:00:00,117.64
4/1/2016 16:00:00,116.93
4/4/2016 16:00:00,116.15
4/5/2016 16:00:00,117.66
4/6/2016 16:00:00,116.94
4/7/2016 16:00:00,118.61
4/8/2016 16:00:00,118.43
4/11/2016 16:00:00,120.03
4/12/2016 16:00:00,120.05
4/13/2016 16:00:00,118.77
4/14/2016 16:00:00,117.11
4/15/2016 16:00:00,117.92
4/18/2016 16:00:00,117.74
4/19/2016 16:00:00,119.58
4/20/2016 16:00:00,118.97
4/21/2016 16:00:00,119.42
4/22/2016 16:00:00,117.89
4/25/2016 16:00:00,118.23
4/26/2016 16:00:00,118.7
4/27/2016 16:00:00,119.04
4/28/2016 16:00:00,121.29
4/29/2016 16:00:00,123.65
5/2/2016 16:00:00,123.24
5/3/2016 16:00:00,122.96
5/4/2016 16:00:00,122.21
5/5/2016 16:00:00,122.07
5/6/2016 16:00:00,123.18
5/9/2016 16:00:00,120.65
5/10/2016 16:00:00,120.98
5/11/2016 16:00:00,122.12
5/12/2016 16:00:00,121.16
5/13/2016 16:00:00,121.71
5/16/2016 16:00:00,121.8
5/17/2016 16:00:00,122.22
5/18/2016 16:00:00,120.1
5/19/2016 16:00:00,119.87
5/20/2016 16:00:00,119.71
5/23/2016 16:00:00,119.37
5/24/2016 16:00:00,117.3
5/25/2016 16:00:00,116.98
5/26/2016 16:00:00,116.58
5/27/2016 16:00:00,115.62
5/31/2016 16:00:00,116.06
6/1/2016 16:00:00,115.94
6/2/2016 16:00:00,115.67
6/3/2016 16:00:00,118.88
6/6/2016 16:00:00,118.92
6/7/2016 16:00:00,118.82
6/8/2016 16:00:00,120.58
6/9/2016 16:00:00,121.25
6/10/2016 16:00:00,121.74
6/13/2016 16:00:00,122.64
6/14/2016 16:00:00,122.77
6/15/2016 16:00:00,123.68
6/16/2016 16:00:00,122.38
6/17/2016 16:00:00,123.95
6/20/2016 16:00:00,123.21
6/21/2016 16:00:00,120.84
6/22/2016 16:00:00,120.9
6/23/2016 16:00:00,120.11
6/24/2016 16:00:00,126.01
6/27/2016 16:00:00,126.68
6/28/2016 16:00:00,125.32
6/29/2016 16:00:00,125.84
6/30/2016 16:00:00,126.47
7/1/2016 16:00:00,128.41
7/5/2016 16:00:00,129.47
7/6/2016 16:00:00,130.23
7/7/2016 16:00:00,129.74
7/8/2016 16:00:00,130.52
7/11/2016 16:00:00,129.29
7/12/2016 16:00:00,127.15
7/13/2016 16:00:00,128.32
7/14/2016 16:00:00,127.33
7/15/2016 16:00:00,126.84
7/18/2016 16:00:00,127.04
7/19/2016 16:00:00,127.21
7/20/2016 16:00:00,125.39
7/21/2016 16:00:00,127.3
7/22/2016 16:00:00,126.35
7/25/2016 16:00:00,125.47
7/26/2016 16:00:00,126
7/27/2016 16:00:00,128.03
7/28/2016 16:00:00,127.66
7/29/2016 16:00:00,128.98
8/1/2016 16:00:00,129.22
8/2/2016 16:00:00,130.27
8/3/2016 16:00:00,129.65
8/4/2016 16:00:00,129.87
8/5/2016 16:00:00,127.55
8/8/2016 16:00:00,127.44
8/9/2016 16:00:00,127.96
8/10/2016 16:00:00,128.56
8/11/2016 16:00:00,127.67
8/12/2016 16:00:00,127.4
8/15/2016 16:00:00,127.84
8/16/2016 16:00:00,128.47
8/17/2016 16:00:00,128.5
8/18/2016 16:00:00,129.11
8/19/2016 16:00:00,127.97
8/22/2016 16:00:00,127.78
8/23/2016 16:00:00,127.76
8/24/2016 16:00:00,126.34
8/25/2016 16:00:00,126.23
8/26/2016 16:00:00,126.05
8/29/2016 16:00:00,126.3
8/30/2016 16:00:00,125.03
8/31/2016 16:00:00,124.78
9/1/2016 16:00:00,125.29
9/2/2016 16:00:00,126.57
9/6/2016 16:00:00,128.71
9/7/2016 16:00:00,128.27
9/8/2016 16:00:00,127.59
9/9/2016 16:00:00,126.75
9/12/2016 16:00:00,126.59
9/13/2016 16:00:00,125.75
9/14/2016 16:00:00,126.18
9/15/2016 16:00:00,125.37
9/16/2016 16:00:00,125.06
9/19/2016 16:00:00,125.32
9/20/2016 16:00:00,125.44
9/21/2016 16:00:00,127.27
9/22/2016 16:00:00,127.57
9/23/2016 16:00:00,127.65
9/26/2016 16:00:00,127.55
9/27/2016 16:00:00,126.62
9/28/2016 16:00:00,126.22
9/29/2016 16:00:00,126.07
9/30/2016 16:00:00,125.64
10/3/2016 16:00:00,125.32
10/4/2016 16:00:00,120.97
10/5/2016 16:00:00,120.78
10/6/2016 16:00:00,119.66
10/7/2016 16:00:00,119.74
10/10/2016 16:00:00,120.16
10/11/2016 16:00:00,119.55
10/12/2016 16:00:00,119.74
10/13/2016 16:00:00,120.03
10/14/2016 16:00:00,119.36
10/17/2016 16:00:00,119.68
10/18/2016 16:00:00,120.42
10/19/2016 16:00:00,121.11
10/20/2016 16:00:00,120.74
10/21/2016 16:00:00,120.83
10/24/2016 16:00:00,120.56
10/25/2016 16:00:00,121.47
10/26/2016 16:00:00,120.79
10/27/2016 16:00:00,121.01
10/28/2016 16:00:00,121.58
10/31/2016 16:00:00,121.94
11/1/2016 16:00:00,122.73
11/2/2016 16:00:00,123.64
11/3/2016 16:00:00,124.3
11/4/2016 16:00:00,124.39
11/7/2016 16:00:00,122.15
11/8/2016 16:00:00,121.64
11/9/2016 16:00:00,121.56
11/10/2016 16:00:00,119.75
11/11/2016 16:00:00,117.1
11/14/2016 16:00:00,116.11
11/15/2016 16:00:00,117.12
11/16/2016 16:00:00,116.77
11/17/2016 16:00:00,116.17
11/18/2016 16:00:00,115.15
11/21/2016 16:00:00,115.58
11/22/2016 16:00:00,115.54
11/23/2016 16:00:00,113.25
11/25/2016 16:00:00,112.61
11/28/2016 16:00:00,113.8
11/29/2016 16:00:00,113.27
11/30/2016 16:00:00,111.75
12/1/2016 16:00:00,111.54
12/2/2016 16:00:00,112.14
12/5/2016 16:00:00,111.54
12/6/2016 16:00:00,111.43
12/7/2016 16:00:00,111.83
12/8/2016 16:00:00,111.57
12/9/2016 16:00:00,110.4
12/12/2016 16:00:00,110.82
12/13/2016 16:00:00,110.45
12/14/2016 16:00:00,108.83
12/15/2016 16:00:00,107.34
12/16/2016 16:00:00,108.05
12/19/2016 16:00:00,108.59
12/20/2016 16:00:00,107.79
12/21/2016 16:00:00,107.85
12/22/2016 16:00:00,107.59
12/23/2016 16:00:00,107.93
12/27/2016 16:00:00,108.56
12/28/2016 16:00:00,108.86
